,label,mean_intensity,frame,Annotations
134,15,1.9060721227072412,4,0
135,16,4.967754829228425,4,0
136,17,1.0222675230875578,4,0
137,18,0.75834206028704,4,0
138,19,2.0986416098954517,4,0
139,20,4.019688696932463,4,0
140,21,3.8260415384756357,4,0
141,22,1.2078667075543348,4,0
142,23,3.0363399750301574,4,0
143,24,0.8230738151405129,4,0
144,25,3.9833435741455556,4,0
145,26,4.747055116312054,4,0
146,27,0.4273211830169243,4,0
147,28,2.310768404894614,4,0
148,29,2.995552267031598,4,0
149,30,4.569070170937621,4,0
150,1,1.7883165689307925,5,0
151,2,4.4738622603304,5,0
152,3,2.0084619345468147,5,0
153,4,5.951988343432406,5,0
154,5,4.282577766117727,5,0
155,6,5.711197486205974,5,0
156,7,4.6082195029191,5,0
157,8,1.4134098030989246,5,0
158,9,3.7950135607500157,5,0
159,10,4.683364848645615,5,0
160,11,0.5789221765540034,5,0
161,12,2.5972202846460752,5,0
162,13,1.484478491096336,5,0
163,14,2.7350214320778687,5,0
164,15,2.0619291827302964,5,0
165,16,4.9374795006815155,5,0
166,17,0.9854246365074864,5,0
167,18,0.7232000045468562,5,0
168,19,2.1313358957230157,5,0
169,20,4.026679693471963,5,0
170,21,3.7956078328433,5,0
171,22,1.167236413637475,5,0
172,23,2.997621530402405,5,0
173,24,0.8103738997916589,5,0
174,25,3.994330565461931,5,0
175,26,4.702013466055472,5,0
176,27,0.39391733537564544,5,0
177,28,2.3083335938465757,5,0
178,29,3.007033416000705,5,0
179,30,4.552706131856472,5,0
180,1,1.7704085479863454,6,0
181,2,4.516652457798703,6,0
182,3,2.027356022023745,6,0
183,4,5.900282425148108,6,0
184,5,4.220181808512905,6,0
185,6,5.673982642369778,6,0
186,7,4.6441031056587985,6,0
187,8,1.3725014121798738,6,0
188,9,3.7884607444457785,6,0
189,10,4.5944417402069835,6,0
190,11,1.5661827599660025,6,0
191,12,2.5109456382657775,6,0
192,13,1.4866018298601704,6,0
193,14,2.7736865647334623,6,0
194,15,2.1648084139731747,6,0
195,16,4.946800665104012,6,0
196,17,0.9346553583982466,6,0
197,18,0.7541649777429666,6,0
198,19,2.0396200094343873,6,0
199,20,4.017683891967734,6,0
200,21,3.8585416756775714,6,0
201,22,1.1871473131600414,6,0
202,23,2.9737547085454916,6,0
203,24,0.887821558523648,6,0
204,25,4.03056953959581,6,0
205,26,4.744803813439515,6,0
206,27,0.4371463176631227,6,0
207,28,2.344287121746213,6,0
208,29,3.0335864283310894,6,0
209,30,4.49825465469161,6,0
210,1,1.773287864857377,7,0
211,2,4.417997005353846,7,0
212,3,1.9693416202184229,7,0
213,4,5.9436786548691245,7,0
214,5,4.270457458942767,7,0
215,6,5.479946418825767,7,0
216,7,4.592467939422109,7,0
217,8,1.4482961057352592,7,0
218,9,3.771543638700994,7,0
219,10,4.473067088147796,7,0
220,11,1.4894540640207843,7,0
221,12,2.5593242126540923,7,0
222,13,1.4678820566239021,7,0
223,14,2.7404797650660653,7,0
224,15,2.2260552846227095,7,0
225,16,4.935535625389749,7,0
226,17,0.9095255909856099,7,0
227,18,1.7751080780876716,7,0
228,19,2.0914426085344098,7,0
229,20,3.9311274379256136,7,0
230,21,3.7979305062708244,7,0
231,22,1.1434433050612134,7,0
232,23,2.9335323207861768,7,0
233,24,0.8065407645650526,7,0
234,25,3.978496540453906,7,0
235,26,4.693609590036279,7,0
236,27,0.366056297768215,7,0
237,28,2.3578137024552452,7,0
238,29,3.044467503249156,7,0
239,30,4.542153210560993,7,0
240,1,1.7710801756435652,8,0
241,2,4.472599928082037,8,0
242,3,1.9764120643810958,8,0
243,4,5.878257127408744,8,0
244,5,4.297154513113384,8,0
245,6,5.295730516801648,8,0
246,7,4.57888054785113,8,0
247,8,1.3663964235085884,8,0
248,9,3.8386461374457994,8,0
249,10,4.440062124584201,8,0
250,11,1.3998149132754072,8,0
251,12,2.5634696561875074,8,0
252,13,1.5092124992950955,8,0
253,14,2.822234976499914,8,0
254,15,2.135855940099656,8,0
255,16,4.940152988333003,8,0
256,17,0.8871183794219737,8,0
257,18,1.7089480143425095,8,0
258,19,2.120349334709275,8,0
259,20,3.9689374626324043,8,0
260,21,3.812492046595751,8,0
261,22,1.2207570201600928,8,0
262,23,3.001171866674153,8,0
263,24,0.8295997007374277,8,0
264,25,4.03798788565664,8,0
265,26,4.700223176040595,8,0
266,27,0.3788668153963289,8,0
267,28,2.3110553357051242,8,0
268,29,2.9670911418108763,8,0
269,30,4.499541226172518,8,0
270,1,1.75251158398643,9,0
271,2,4.491742095328782,9,0
272,3,2.0370873156982996,9,0
273,4,5.878502843490927,9,0
274,5,4.239429413190201,9,0
275,6,5.116132957961666,9,0
276,7,4.5959713440564265,9,0
277,8,2.449706123718397,9,0
278,9,3.8353433756060125,9,0
279,10,4.30319423826503,9,0
280,11,1.3062776314768012,9,0
281,12,2.569655841825718,9,0
282,13,1.5237631817342356,9,0
283,14,2.740260453549708,9,0
284,15,1.9002456789203594,9,0
285,16,4.94807841943946,9,0
286,17,0.8924733990647779,9,0
287,18,1.7074293807834093,9,0
288,19,2.0821847279590897,9,0
289,20,4.012767603981616,9,0
290,21,3.8218957511284057,9,0
291,22,1.2379929947882682,9,0
292,23,2.967408797526839,9,0
293,24,0.8986668839387029,9,0
294,25,3.9916915694393844,9,0
295,26,4.678154531460088,9,0
296,27,0.3603322931969671,9,0
297,28,2.3799923932606433,9,0
298,29,2.9951985752425148,9,0
299,30,4.564890138546445,9,0
300,1,1.7483790047784926,10,0
301,2,4.441044108392306,10,0
302,3,1.9874666130755136,10,0
303,4,5.8509886146530645,10,0
304,5,4.326726000520266,10,0
305,6,4.9667101117326435,10,0
306,7,4.64960844542224,10,0
307,8,2.3366845769501055,10,0
308,9,3.787693227178441,10,0
309,10,4.257606251021914,10,0
310,11,1.1471443475128782,10,0
311,12,2.5299496517811773,10,0
312,13,1.5301604045831247,10,0
313,14,2.7731552136933653,10,0
314,15,1.6763287389934198,10,0
315,16,4.963722726508828,10,0
316,17,0.8490916385199146,10,0
317,18,1.7064615559881209,10,0
318,19,2.041899175378404,10,0
319,20,3.967538646590913,10,0
320,21,3.7775426933541687,10,0
321,22,1.179691684826748,10,0
322,23,2.898645975367372,10,0
323,24,1.0646844086172609,10,0
324,25,4.0073202801585035,10,0
325,26,4.760871621335837,10,0
326,27,0.3720708410993033,10,0
327,28,2.3471506743181254,10,0
328,29,3.034324608834559,10,0
329,30,4.54594558976391,10,0
330,1,1.804599061105802,11,0
331,2,4.433585322153472,11,0
332,3,1.957503197788484,11,0
333,4,5.7316848763606245,11,0
334,5,4.453828164628419,11,0
335,6,4.845159567625878,11,0
336,7,4.573553995359083,11,0
337,8,2.2000273461198625,11,0
338,9,3.8391811810834477,11,0
339,10,4.229870869067558,11,0
340,11,1.1446658127818632,11,0
341,12,2.5408396721999824,11,0
342,13,1.5167978120652914,11,0
343,14,2.7608205358311184,11,0
344,15,1.5148636403146813,11,0
345,16,4.9839672595075974,11,0
346,17,0.8725428614647657,11,0
347,18,1.749235194978929,11,0
348,19,2.090100392025924,11,0
349,20,3.9910681966290364,11,0
350,21,3.860735677457904,11,0
351,22,1.140100143877435,11,0
352,23,2.8826774746718895,11,0
353,24,1.2038829832471263,11,0
354,25,4.048299332829173,11,0
355,26,4.696464296077817,11,0
356,27,0.37485593822968255,11,0
357,28,2.335043509773854,11,0
358,29,2.9998781252526046,11,0
359,30,4.586652772115351,11,0
360,1,1.7753898436206585,12,0
361,2,4.416595486298548,12,0
362,3,1.970592930257675,12,0
363,4,5.72358737002277,12,0
364,5,4.5614711540376325,12,0
365,6,4.810595671793316,12,0
366,7,4.663824631210695,12,0
367,8,2.1130341770062095,12,0
368,9,3.8560273677203876,12,0
369,10,4.174020670108136,12,0
370,11,1.0672948265031263,12,0
371,12,2.5887510824144933,12,0
372,13,1.5213464941159986,12,0
373,14,2.7883470722923773,12,0
374,15,1.3598242038891726,12,0
375,16,5.000781500785598,12,0
376,17,0.7650305197450145,12,0
377,18,1.7737754172140614,12,0
378,19,2.0672538458666287,12,0
379,20,3.9915450407285182,12,0
380,21,3.804973120781644,12,0
381,22,1.1559830425193756,12,0
382,23,2.964605843695094,12,0
383,24,1.3531350891820917,12,0
384,25,4.022228847091574,12,0
385,26,4.7194262062549335,12,0
386,27,0.442746376130739,12,0
387,28,2.3541546937444937,12,0
388,29,2.989935725399837,12,0
389,30,4.509608955531299,12,0
390,1,1.739069636937767,13,0
391,2,4.44082902150208,13,0
392,3,1.9775752587405029,13,0
393,4,5.568862162969995,13,0
394,5,4.724387677355985,13,0
395,6,4.739703616700124,13,0
396,7,4.618755313766214,13,0
397,8,1.987183412017589,13,0
398,9,3.775046175160189,13,0
399,10,4.14838492560698,13,0
400,11,0.9629536351578555,13,0
401,12,2.5238773063450117,13,0
402,13,1.4913430044473377,13,0
403,14,2.73731207103591,13,0
404,15,1.2738761096073388,13,0
405,16,4.950706028460739,13,0
406,17,0.795919748941269,13,0
407,18,1.7152319045463005,13,0
408,19,2.0495406353180403,13,0
409,20,3.9674158763949476,13,0
410,21,3.7755974269239743,13,0
411,22,1.2042564663393232,13,0
412,23,2.927285315993259,13,0
413,24,1.5759656436351348,13,0
414,25,4.018663695357348,13,0
415,26,4.706497243384409,13,0
416,27,0.35879402591368365,13,0
417,28,2.3574446977490178,13,0
418,29,2.9978452186755358,13,0
419,30,4.55189876362616,13,0
420,1,1.7644590911761955,14,0
421,2,4.4641700950826335,14,0
422,3,2.0509461040803307,14,0
423,4,5.556909830065478,14,0
424,5,4.919955610468561,14,0
425,6,4.7796136156986,14,0
426,7,4.66313959827016,14,0
427,8,1.9751360424350553,14,0
428,9,3.787506943249709,14,0
429,10,4.123866590201902,14,0
430,11,0.895328814306122,14,0
431,12,2.587069814165332,14,0
432,13,1.5188772970280198,14,0
433,14,2.7674400729512065,14,0
434,15,1.2549899167199678,14,0
435,16,4.996865535273904,14,0
436,17,0.7906623852762197,14,0
437,18,1.7193648956991037,14,0
438,19,2.118949908112594,14,0
439,20,4.021360738719194,14,0
440,21,3.8062486229040724,14,0
441,22,1.2002117103846666,14,0
442,23,2.8939323445168066,14,0
443,24,1.685199774725453,14,0
444,25,4.025264056833388,14,0
445,26,4.76335677179614,14,0
446,27,0.39372456905733905,14,0
447,28,2.298227654550168,14,0
448,29,3.016997423671844,14,0
449,30,4.512453631831171,14,0
450,1,1.747669169519393,15,0
451,2,4.4197700495297765,15,0
452,3,2.012517958183957,15,0
453,4,5.42095108365853,15,0
454,5,5.086975527004755,15,0
455,6,4.725716879360477,15,0
456,7,4.658554666082046,15,0
457,8,1.8703099883167058,15,0
458,9,3.839269358819763,15,0
459,10,4.033648634223043,15,0
460,11,0.8723123390091133,15,0
461,12,2.56064857173827,15,0
462,13,1.4666388653001337,15,0
463,14,2.7518789334276823,15,0
464,15,1.2089570216177405,15,0
465,16,5.000039202300332,15,0
466,17,0.8125168257715465,15,0
467,18,1.7055356923851572,15,0
468,19,2.0862064080833593,15,0
469,20,3.981236180529677,15,0
470,21,3.827539760245798,15,0
471,22,1.2177902505228353,15,0
472,23,2.9162295731791135,15,0
473,24,1.8647180252183568,15,0
474,25,4.045914417948942,15,0
475,26,4.700868876831638,15,0
476,27,0.404231382427228,15,0
477,28,2.393938593122294,15,0
478,29,3.056693463406589,15,0
479,30,4.552701916846863,15,0
480,1,1.8080035037672888,16,0
481,2,4.445855200050431,16,0
482,3,2.0484868893384975,16,0
483,4,5.316067312280453,16,0
484,5,5.263246870458068,16,0
485,6,4.775643401539951,16,0
486,7,4.6099363952945405,16,0
487,8,1.8346956490940374,16,0
488,9,3.7916939467617397,16,0
489,10,3.9729050382788764,16,0
490,11,0.8988982877673555,16,0
491,12,2.580601780567404,16,0
492,13,1.4761363505962597,16,0
493,14,2.813183582614136,16,0
494,15,1.2261417702470798,16,0
495,16,4.985475528536709,16,0
496,17,0.715101698739031,16,0
497,18,1.7021333567705275,16,0
498,19,2.1273740980221536,16,0
499,20,3.9773917665848155,16,0
500,21,3.8188847727186728,16,0
501,22,1.1643921796603875,16,0
502,23,2.916306687163579,16,0
503,24,1.7817923008146508,16,0
504,25,3.9789546549950363,16,0
505,26,4.745218541880058,16,0
506,27,0.4408924277161771,16,0
507,28,2.3303412841322375,16,0
508,29,3.0060121919036615,16,0
509,30,4.563560388610207,16,0
510,1,1.7153877577047085,17,0
511,2,4.409092904317023,17,0
512,3,2.012730150340535,17,0
513,4,5.089615424706294,17,0
514,5,5.235069454797596,17,0
515,6,4.7287337354203265,17,0
516,7,4.584504131333984,17,0
517,8,1.8047980339505538,17,0
518,9,3.8267096768394033,17,0
519,10,3.939214991173567,17,0
520,11,0.8377724607885223,17,0
521,12,2.5757437660743427,17,0
522,13,1.467979775767193,17,0
523,14,2.7284670013604364,17,0
524,15,1.195439037555698,17,0
525,16,5.01997508182996,17,0
526,17,0.7584815163242036,17,0
527,18,1.6463743417955568,17,0
528,19,2.1146481072445535,17,0
529,20,4.030664720557255,17,0
530,21,3.8369737029402677,17,0
531,22,1.2153669701189942,17,0
532,23,2.91394297565732,17,0
533,24,1.673916120459539,17,0
534,25,4.0154274046528196,17,0
535,26,4.752905575200907,17,0
536,27,0.45092253558125067,17,0
537,28,2.3001035911427787,17,0
538,29,2.977562396488635,17,0
539,30,4.563525851307076,17,0
540,1,1.737167601162554,18,0
541,2,4.4900536059017355,18,0
542,3,2.0031492593046574,18,0
543,4,5.018435273200951,18,0
544,5,5.081462194812266,18,0
545,6,4.717399257980781,18,0
546,7,4.581143501529963,18,0
547,8,1.7668175192636817,18,0
548,9,3.772359701857403,18,0
549,10,3.986367320647639,18,0
550,11,0.8173872083457424,18,0
551,12,3.525134178986484,18,0
552,13,1.4830272079301312,18,0
553,14,2.8157811795476126,18,0
554,15,1.2626002810426595,18,0
555,16,4.94071277624227,18,0
556,17,0.7785440212808178,18,0
557,18,1.67968580242741,18,0
558,19,2.1033436361616142,18,0
559,20,3.980263382398327,18,0
560,21,3.7730678997433307,18,0
561,22,1.2078021807166477,18,0
562,23,2.879583945686073,18,0
563,24,1.499176130839222,18,0
564,25,3.99414266951125,18,0
565,26,4.710924609485886,18,0
566,27,0.42696624835112024,18,0
567,28,2.37918164392934,18,0
568,29,2.9729976065211186,18,0
569,30,4.572802817442383,18,0
570,1,1.7511700033587074,19,0
571,2,4.42103053566107,19,0
572,3,1.9865865844102821,19,0
573,4,5.0152856876018586,19,0
574,5,4.936233107943304,19,0
575,6,4.722140968348632,19,0
576,7,4.588653960260445,19,0
577,8,1.7147848090943258,19,0
578,9,3.8094635273213853,19,0
579,10,3.981329317817166,19,0
580,11,0.7453804301590894,19,0
581,12,3.439359734011945,19,0
582,13,1.4648464360092022,19,0
583,14,2.8077078440022674,19,0
584,15,1.2586664245809838,19,0
585,16,4.9473254406103315,19,0
586,17,0.7103924776980697,19,0
587,18,1.5970882820366241,19,0
588,19,2.0345490071207775,19,0
589,20,3.948753171183923,19,0
590,21,4.795973566563746,19,0
591,22,1.1712852283356656,19,0
592,23,2.871139920462014,19,0
593,24,1.3449551080321358,19,0
594,25,3.9552888133939086,19,0
595,26,4.705181141183083,19,0
596,27,0.4502496472136538,19,0
597,28,2.393251194373021,19,0
598,29,2.960947923740851,19,0
599,30,4.576650441169954,19,0
600,1,1.7634153014721752,20,0
601,2,4.43651995867831,20,0
602,3,2.01585090973421,20,0
603,4,5.006362706530749,20,0
604,5,4.734435779457136,20,0
605,6,4.705803276190275,20,0
606,7,4.63163054980944,20,0
607,8,1.628543253342603,20,0
608,9,3.838152421610327,20,0
609,10,3.8986553498928043,20,0
610,11,0.7691102375465534,20,0
611,12,3.3622069305320714,20,0
612,13,1.5324496186107832,20,0
613,14,2.7541655017910487,20,0
614,15,1.2246228469102356,20,0
615,16,4.9724797772890375,20,0
616,17,0.767698671434641,20,0
617,18,1.6032158004279145,20,0
618,19,2.076828802448072,20,0
619,20,3.9822202882774094,20,0
620,21,4.7275379941411115,20,0
621,22,1.1935525933699773,20,0
622,23,2.8260541723979573,20,0
623,24,1.1840566064869331,20,0
624,25,3.9666333737134973,20,0
625,26,4.742138541831053,20,0
626,27,0.43633818157489673,20,0
627,28,2.3755851773733982,20,0
628,29,3.012594672485041,20,0
629,30,4.4990225910008395,20,0
630,1,1.7997160731749164,21,0
631,2,4.410028435725572,21,0
632,3,1.9691336177526253,21,0
633,4,4.990182214857855,21,0
634,5,4.534153184157821,21,0
635,6,4.77747802445372,21,0
636,7,5.589822719258738,21,0
637,8,1.6657234032566188,21,0
638,9,3.8328946737153573,21,0
639,10,3.8771993313342814,21,0
640,11,0.6802318932694964,21,0
641,12,3.2246515276263534,21,0
642,13,1.4675729371859052,21,0
643,14,2.8033374956146777,21,0
644,15,1.2033530269765034,21,0
645,16,4.942284568373512,21,0
646,17,0.6765908169217059,21,0
647,18,1.5420509655497447,21,0
648,19,2.05379508494945,21,0
649,20,4.012315019543059,21,0
650,21,4.546560460119243,21,0
651,22,1.153731159414114,21,0
652,23,2.8945550121980257,21,0
653,24,1.0042438805419422,21,0
654,25,3.9866024735992434,21,0
655,26,4.758653557768413,21,0
656,27,0.4653663345554909,21,0
657,28,2.379137575437774,21,0
658,29,3.011170158142092,21,0
659,30,4.525622134081363,21,0
660,1,1.7234230838453155,22,0
661,2,4.451409742241002,22,0
662,3,2.0450399780201427,22,0
663,4,5.00476713092445,22,0
664,5,4.421148023973444,22,0
665,6,4.7788441675742055,22,0
666,7,5.571719243760467,22,0
667,8,1.606264057517992,22,0
668,9,3.845750489478612,22,0
669,10,3.854202026482841,22,0
670,11,0.6976080178310743,22,0
671,12,3.195562654440522,22,0
672,13,1.446092928196432,22,0
673,14,2.727529786180842,22,0
674,15,1.2060168593152696,22,0
675,16,4.9862429092225,22,0
676,17,0.7432051858105271,22,0
677,18,1.497099883139175,22,0
678,19,2.125126247889133,22,0
679,20,4.008599378680894,22,0
680,21,4.5301249755043,22,0
681,22,1.1802224907873753,22,0
682,23,2.8622300885227356,22,0
683,24,0.9747307426679295,22,0
684,25,4.010603281191079,22,0
685,26,4.742857133045014,22,0
686,27,0.465647063256421,22,0
687,28,2.356542837873733,22,0
688,29,2.9772363416712397,22,0
689,30,4.560007670410102,22,0
690,1,1.795220810065416,23,0
691,2,4.4921978141258725,23,0
692,3,2.038147055805,23,0
693,4,4.978587568509984,23,0
694,5,4.3201711791003765,23,0
695,6,4.757097397659693,23,0
696,7,5.589856705245744,23,0
697,8,1.6140225789697225,23,0
698,9,3.8519884920713485,23,0
699,10,3.918509030273066,23,0
700,11,0.7075216544249352,23,0
701,12,3.0716503162191833,23,0
702,13,1.4889701909903794,23,0
703,14,2.8210949851763063,23,0
704,15,1.2090873994262454,23,0
705,16,4.9694533415110325,23,0
706,17,0.7591205047163462,23,0
707,18,1.390910202024909,23,0
708,19,2.051504855251883,23,0
709,20,4.0097715225019135,23,0
710,21,4.371229662714446,23,0
711,22,2.224996208431986,23,0
712,23,2.822214694402838,23,0
713,24,0.8686856464920184,23,0
714,25,4.042250761742514,23,0
715,26,4.690076596296977,23,0
716,27,0.4545938444162137,23,0
717,28,2.3861818842738822,23,0
718,29,3.0262458896384654,23,0
719,30,4.5411540471132446,23,0
720,1,1.7201996703269986,24,0
721,2,4.44740078499627,24,0
722,3,1.9869669600785462,24,0
723,4,5.006075570608788,24,0
724,5,4.26944410190115,24,0
725,6,4.721740342773906,24,0
726,7,5.648509360775288,24,0
727,8,1.5688171545685945,24,0
728,9,3.8415616295369075,24,0
729,10,3.857065651303372,24,0
730,11,0.6460829658398156,24,0
731,12,2.9770676044200077,24,0
732,13,1.441998382229856,24,0
733,14,2.777067924405946,24,0
734,15,1.2406601033252904,24,0
735,16,4.958072874303679,24,0
736,17,0.7278843782922487,24,0
737,18,1.3665566549333907,24,0
738,19,2.062652461950176,24,0
739,20,4.0017157243908565,24,0
740,21,4.373010703786726,24,0
741,22,2.1540446094734063,24,0
742,23,2.8938596426259844,24,0
743,24,0.8144145675538811,24,0
744,25,4.0332146958930295,24,0
745,26,4.756194734481561,24,0
746,27,0.5774455394355367,24,0
747,28,2.297523181624535,24,0
748,29,3.0308236531561765,24,0
749,30,4.510363013049602,24,0
750,1,1.798865724921119,25,0
751,2,4.426135396194134,25,0
752,3,2.050493568051002,25,0
753,4,5.03894851875512,25,0
754,5,4.283292466927102,25,0
755,6,4.713959496419435,25,0
756,7,5.583594365661932,25,0
757,8,1.5145866887840005,25,0
758,9,3.8314020537049243,25,0
759,10,3.8570428580438847,25,0
760,11,0.7020308875014487,25,0
761,12,2.945850721489399,25,0
762,13,1.447342791016197,25,0
763,14,2.7547365327535114,25,0
764,15,1.2130660706636798,25,0
765,16,4.9466122761518525,25,0
766,17,0.7028672558478246,25,0
767,18,1.21598870430512,25,0
768,19,2.0857301335576968,25,0
769,20,3.9563351288977344,25,0
770,21,4.262004356949638,25,0
771,22,2.2032842501846552,25,0
772,23,2.893392490860871,25,0
773,24,0.834548385158133,25,0
774,25,4.009436651315163,25,0
775,26,4.706122126481473,25,0
776,27,0.7402952527771649,25,0
777,28,2.370621712747209,25,0
778,29,2.9826227695314205,25,0
779,30,4.546566375390792,25,0
780,1,1.7197978691787523,26,0
781,2,4.4835555472568025,26,0
782,3,2.0377338920324286,26,0
783,4,5.006620092149529,26,0
784,5,4.220298147561786,26,0
785,6,4.707516959312096,26,0
786,7,5.562133244552022,26,0
787,8,1.5056356813304386,26,0
788,9,3.7674155285926347,26,0
789,10,3.859197658526209,26,0
790,11,0.6329223791507163,26,0
791,12,2.953007952045829,26,0
792,13,1.4582274133049633,26,0
793,14,2.760666751406435,26,0
794,15,1.2535751657623857,26,0
795,16,4.963147118684909,26,0
796,17,0.6404003698098261,26,0
797,18,1.0973231538188046,26,0
798,19,2.060382818684055,26,0
799,20,4.01712175457509,26,0
800,21,4.231264635895898,26,0
801,22,2.190560183949945,26,0
802,23,2.900817717120451,26,0
803,24,0.8513979067172045,26,0
804,25,3.961490325863634,26,0
805,26,4.7249869009155825,26,0
806,27,0.8923905246320937,26,0
807,28,2.361020349285197,26,0
808,29,2.991122925396183,26,0
809,30,4.532038983650736,26,0
810,1,1.716458569534137,27,0
811,2,4.487066362038825,27,0
812,3,2.021844503874376,27,0
813,4,4.960513094733717,27,0
814,5,4.257700284732244,27,0
815,6,4.722178880364892,27,0
816,7,5.56461579574645,27,0
817,8,1.5103073963414329,27,0
818,9,3.8177399467519764,27,0
819,10,3.8858866392443283,27,0
820,11,0.6655930720051627,27,0
821,12,2.846722055647466,27,0
822,13,1.4827234993735525,27,0
823,14,2.731048965493017,27,0
824,15,1.2623116497048326,27,0
825,16,4.9904092299333245,27,0
826,17,0.727923649494817,27,0
827,18,1.013414151008902,27,0
828,19,2.0550329245121586,27,0
829,20,4.020257692528692,27,0
830,21,4.13626289906012,27,0
831,22,2.158191449874516,27,0
832,23,2.88930495699774,27,0
833,24,0.8651736569277844,27,0
834,25,3.982693913112384,27,0
835,26,4.7505075216670605,27,0
836,27,1.0849697267076621,27,0
837,28,2.29890782350419,27,0
838,29,3.05172237810747,27,0
839,30,4.530299246139553,27,0
840,1,1.7843304676279432,28,0
841,2,4.425561011382507,28,0
842,3,1.9633522682829352,28,0
843,4,5.000857489997117,28,0
844,5,4.249036139937187,28,0
