label,mean_intensity,frame
13,1.564246256,18
14,2.647935981,18
15,5.5548464,18
16,2.843693273,18
17,6.477578858,18
18,5.685299307,18
19,4.988615539,18
20,6.679487264,18
21,4.517846675,18
22,6.057095214,18
23,4.415278306,18
24,5.719183647,18
25,1.992852004,18
26,2.34765527,18
27,4.24856879,18
28,4.939747343,18
29,3.664018193,18
30,4.789497979,18
1,2.29741963,19
2,6.048497549,19
3,0.919740916,19
4,2.500384397,19
5,2.84571244,19
6,6.136904803,19
7,4.219496921,19
8,5.738208536,19
9,1.369744729,19
10,1.974502742,19
11,1.067598791,19
12,4.363837143,19
13,1.464958912,19
14,2.610260185,19
15,5.55551162,19
16,2.767765975,19
17,6.471446632,19
18,5.737960512,19
19,4.987790961,19
20,6.668460195,19
21,4.454162461,19
22,6.083306001,19
23,4.492505691,19
24,5.675409271,19
25,1.963399322,19
26,2.329164137,19
27,4.191600999,19
28,4.982698727,19
29,3.73147354,19
30,4.773557856,19
1,2.354773577,20
2,5.951466219,20
3,0.970494883,20
4,2.591060886,20
5,2.772701754,20
6,6.036628808,20
7,4.231916555,20
8,5.719996688,20
9,1.324880194,20
10,2.007952538,20
11,1.148400721,20
12,4.439669696,20
13,1.391530917,20
14,2.705551306,20
15,5.518441389,20
16,2.682391161,20
17,6.46126376,20
18,5.755793112,20
19,4.985897274,20
20,6.693056058,20
21,4.372843228,20
22,5.937303917,20
23,4.487691257,20
24,5.71304326,20
25,1.853899251,20
26,2.264454501,20
27,4.12737205,20
28,5.052476034,20
29,3.692707723,20
30,4.770831349,20
1,2.328734819,21
2,5.935278913,21
3,1.0165436,21
4,2.563162843,21
5,2.646694066,21
6,6.009125084,21
7,4.257065456,21
8,5.746095573,21
9,1.41821074,21
10,1.93673111,21
11,1.106501056,21
12,4.426449104,21
13,1.376439087,21
14,2.720792217,21
15,5.586732335,21
16,2.653824585,21
17,6.485880162,21
18,5.76141121,21
19,5.058029867,21
20,6.617005322,21
21,4.366894919,21
22,5.890813257,21
23,4.409721053,21
24,5.658547152,21
25,1.783711292,21
26,2.137435097,21
27,4.102301183,21
28,5.06223592,21
29,3.746240678,21
30,4.866627974,21
1,2.436268087,22
2,5.868453325,22
3,1.009572225,22
4,2.615447614,22
5,2.649242396,22
6,5.947613087,22
7,4.263771924,22
8,5.770135226,22
9,1.413716282,22
10,1.970135775,22
11,1.11646007,22
12,4.468948957,22
13,1.279448702,22
14,2.706159507,22
15,5.531163252,22
16,2.59442492,22
17,6.492998232,22
18,5.695642973,22
19,5.051046593,22
20,6.678848255,22
21,4.270103201,22
22,5.810899293,22
23,4.415489194,22
24,5.632599723,22
25,1.786827691,22
26,2.128164965,22
27,4.016807372,22
28,5.011753995,22
29,3.729708138,22
30,4.845762049,22
1,2.391254125,23
2,5.78025674,23
3,0.991321933,23
4,2.609911093,23
5,2.570612675,23
6,5.851303389,23
7,4.277917672,23
8,5.703469586,23
9,1.447174918,23
10,2.063414614,23
11,1.171628124,23
12,4.476526809,23
13,1.215140648,23
14,2.694864542,23
15,5.596427959,23
16,2.560426851,23
17,6.500992843,23
18,5.768331839,23
19,5.043268321,23
20,6.663180924,23
21,4.199720419,23
22,5.814552581,23
23,4.411293442,23
24,5.68175271,23
25,1.713247815,23
26,2.020833035,23
27,3.927536532,23
28,5.020248867,23
29,3.76650314,23
30,4.897802562,23
1,2.451668435,24
2,5.693110964,24
3,0.990506144,24
4,2.579269773,24
5,2.461746124,24
6,5.816899195,24
7,4.325728428,24
8,5.747824645,24
9,1.440506746,24
10,2.040689421,24
11,1.213874345,24
12,4.436782052,24
13,1.154296383,24
14,2.785104282,24
15,5.597549132,24
16,2.490233274,24
17,6.463527209,24
18,5.744204543,24
19,5.005053489,24
20,6.647694237,24
21,4.18760476,24
22,5.766385876,24
23,4.439855106,24
24,5.642229616,24
25,1.596522597,24
26,2.041860754,24
27,3.910716007,24
28,5.1306633,24
29,3.844939321,24
30,4.866816597,24
1,2.436627395,25
2,5.685990413,25
3,1.095116034,25
4,2.658283737,25
5,2.436481543,25
6,5.73019484,25
7,4.324317914,25
8,5.740305613,25
9,1.482879427,25
10,2.071336709,25
11,1.211855364,25
12,4.519163859,25
13,1.127021523,25
14,2.825168625,25
15,5.600797722,25
16,2.420138255,25
17,6.532680767,25
18,5.766775414,25
19,5.016218048,25
20,6.643805649,25
21,4.127420578,25
22,5.661841,25
23,4.457309652,25
24,5.707644386,25
25,1.547674187,25
26,1.963347477,25
27,3.779662148,25
28,5.110025924,25
29,3.786452634,25
30,4.886176008,25
1,2.477503169,26
2,5.607954226,26
3,1.030273167,26
4,2.710149014,26
5,2.37621147,26
6,5.737008913,26
7,4.346250785,26
8,5.704162616,26
9,1.426587877,26
10,2.101220446,26
11,1.215799175,26
12,4.493121787,26
13,1.06262754,26
14,2.773706348,26
15,5.558489759,26
16,2.302188164,26
17,6.454791209,26
18,5.727118006,26
19,5.012213152,26
20,6.671861414,26
21,4.071605504,26
22,5.648376461,26
23,4.459615525,26
24,5.659814304,26
25,1.479894302,26
26,1.830269469,26
27,3.753069896,26
28,5.131174811,26
29,3.855123734,26
30,4.971241305,26
1,2.500207475,27
2,5.570507402,27
3,1.135656474,27
4,2.695209942,27
5,2.281671402,27
6,5.688306302,27
7,4.403220305,27
8,5.752154586,27
9,1.52684596,27
10,2.122864466,27
11,1.26398096,27
12,4.549562764,27
13,0.957137491,27
14,2.80208373,27
15,5.574176089,27
16,2.30026319,27
17,6.534380677,27
18,5.732793268,27
19,4.991119788,27
20,6.698877688,27
21,3.984099811,27
22,5.551906268,27
23,4.433147429,27
24,5.676571355,27
25,1.390648164,27
26,1.768824395,27
27,3.731053364,27
28,5.175502909,27
29,3.871219152,27
30,4.944910642,27
1,2.484061973,28
2,5.483153998,28
3,1.1211201,28
4,2.737007726,28
5,2.297525848,28
6,5.538631232,28
7,4.454438512,28
8,5.717118779,28
9,1.469061883,28
10,2.168171926,28
11,1.262904156,28
12,4.539788257,28
13,0.887977563,28
14,2.808152638,28
15,5.584318298,28
16,2.216094162,28
17,6.439300971,28
18,5.770493762,28
19,5.016282782,28
20,6.659395743,28
21,3.961009667,28
22,5.493739159,28
23,4.497540441,28
24,5.640910147,28
25,1.409382614,28
26,1.753958666,28
27,3.636400175,28
28,5.148940087,28
29,3.84403764,28
30,4.92683696,28
1,2.582575071,29
2,5.454974075,29
3,1.182173237,29
4,2.763549566,29
5,2.226571848,29
6,5.565529382,29
7,4.437988579,29
8,5.738538169,29
9,1.574079415,29
10,2.194732908,29
11,1.341530771,29
12,4.625499366,29
13,0.842458657,29
14,2.867505041,29
15,5.519568172,29
16,2.194091877,29
17,6.485927928,29
18,5.768580888,29
19,4.968829632,29
20,6.692250467,29
21,3.903856759,29
22,5.453898643,29
23,4.443207032,29
24,5.660872715,29
25,1.292650202,29
26,1.667618475,29
27,3.594175534,29
28,5.185702026,29
29,3.884601789,29
30,4.954774965,29
1,2.58316997,30
2,5.364564296,30
3,1.188184871,30
4,2.717976977,30
5,2.148094231,30
6,5.461893209,30
7,4.405362886,30
8,5.697981969,30
9,1.604324432,30
10,2.187093792,30
11,1.360548596,30
12,4.572127368,30
13,0.790160792,30
14,2.845335649,30
15,5.56656243,30
16,2.136286704,30
17,6.471152143,30
18,5.723406021,30
19,4.978961015,30
20,6.649993789,30
21,3.830577265,30
22,5.338654431,30
23,4.410935768,30
24,5.710355815,30
25,1.279369554,30
26,1.576237831,30
27,3.517452449,30
28,5.254417641,30
29,3.928342115,30
30,5.001042006,30
1,2.619646662,31
2,5.306323763,31
3,1.228140038,31
4,2.736413564,31
5,2.068277907,31
6,5.38044847,31
7,4.425263381,31
8,5.735713143,31
9,1.554574984,31
10,2.163840247,31
11,1.338561345,31
12,4.593725347,31
13,0.697573616,31
14,2.885510984,31
15,5.509896501,31
16,1.990671623,31
17,6.4827277,31
18,5.706031197,31
19,5.054438937,31
20,6.620017597,31
21,3.754255872,31
22,5.285257336,31
23,4.436403464,31
24,5.647365582,31
25,1.151628622,31
26,1.567767749,31
27,3.476889816,31
28,5.244806299,31
29,3.910801906,31
30,4.977134749,31
1,2.635219583,32
2,5.280224695,32
3,1.183457889,32
4,2.796347259,32
5,2.005554274,32
6,5.300507479,32
7,4.532887422,32
8,5.720401084,32
9,1.566240174,32
10,2.243133447,32
11,1.341152642,32
12,4.678919606,32
13,0.695464772,32
14,2.939632971,32
15,5.556223319,32
16,2.009549489,32
17,6.494881817,32
18,5.717906977,32
19,5.040947954,32
20,6.615928724,32
21,3.663397988,32
22,5.282755324,32
23,4.459491695,32
24,5.696922747,32
25,1.129809449,32
26,1.494717477,32
27,3.429730886,32
28,5.213006013,32
29,3.992186491,32
30,5.039181136,32
1,2.625566926,33
2,5.176938518,33
3,1.245145616,33
4,2.796392088,33
5,1.973505963,33
6,5.286914595,33
7,4.487514259,33
8,5.771992858,33
9,1.641784734,33
10,2.180120378,33
11,1.402117564,33
12,4.608356901,33
13,0.608748438,33
14,2.945983348,33
15,5.521950979,33
16,1.875285969,33
17,6.481374275,33
18,5.717366367,33
19,5.008066819,33
20,6.614911588,33
21,3.675351282,33
22,5.226287379,33
23,4.447202935,33
24,5.723949376,33
25,1.021449404,33
26,1.410071513,33
27,3.306605168,33
28,5.230994265,33
29,4.029379856,33
30,5.054861902,33
1,2.678004432,34
2,5.09594595,34
3,1.228659959,34
4,2.859315451,34
5,1.908905999,34
6,5.262257918,34
7,4.487031959,34
8,5.69545261,34
9,1.610591112,34
10,2.218346452,34
11,1.352115697,34
12,4.695601439,34
13,0.539458911,34
14,2.948658086,34
15,5.524759003,34
16,1.854187388,34
17,6.479300044,34
18,5.707276621,34
19,5.017495014,34
20,6.647793165,34
21,3.550424602,34
22,5.179793503,34
23,4.433765004,34
24,5.700190467,34
25,1.041429509,34
26,1.426110099,34
27,3.242233299,34
28,5.258138146,34
29,3.973680225,34
30,5.110941525,34
1,2.614706339,35
2,5.033514338,35
3,1.25649451,35
4,2.885371713,35
5,1.808681767,35
6,5.201606655,35
7,4.557769799,35
8,5.731615464,35
9,1.691884797,35
10,2.305017019,35
11,1.415961384,35
12,4.71850526,35
13,0.4648281,35
14,2.97207687,35
15,5.542971467,35
16,1.819792067,35
17,6.511087701,35
18,5.705447894,35
19,5.002779866,35
20,6.643501926,35
21,3.491368322,35
22,5.120420701,35
23,4.419513078,35
24,5.713308959,35
25,0.971190494,35
26,1.38551738,35
27,3.22175791,35
28,5.334422918,35
29,3.990935562,35
30,5.088542175,35
1,2.645495455,36
2,5.056584568,36
3,1.291297574,36
4,2.850751619,36
5,1.804139493,36
6,5.08635538,36
7,4.580270298,36
8,5.735597879,36
9,1.635652898,36
10,2.260937679,36
11,1.422156903,36
12,4.749650558,36
13,0.428465288,36
14,3.006303079,36
15,5.549710427,36
16,1.730806921,36
17,6.506402987,36
18,5.764696228,36
19,5.039857964,36
20,6.681571853,36
21,3.465752813,36
22,4.993408844,36
23,4.488297203,36
24,5.643103953,36
25,0.926092835,36
26,1.320103869,36
27,3.193979849,36
28,5.307329531,36
29,4.037777953,36
30,5.171342935,36
1,2.650459978,37
2,4.996076094,37
3,1.33595482,37
4,2.859136617,37
5,1.786503886,37
6,5.041597259,37
7,4.602795983,37
8,5.762255345,37
9,1.658004238,37
10,2.277423713,37
11,1.500618232,37
12,4.783496712,37
13,0.452483185,37
14,2.970718543,37
15,5.568783953,37
16,1.743602518,37
17,6.521142487,37
18,5.685576126,37
19,5.044198696,37
20,6.684060301,37
21,3.380195754,37
22,5.016018365,37
23,4.505995277,37
24,5.657279973,37
25,0.821680261,37
26,1.279661002,37
27,3.099487028,37
28,5.299970796,37
29,4.087101054,37
30,5.111205131,37
1,2.698510362,38
2,4.960153269,38
3,1.367035535,38
4,2.933542193,38
5,1.707487665,38
6,5.030294557,38
7,4.584725783,38
8,5.747183494,38
9,1.763363954,38
10,2.289211217,38
11,1.429805026,38
12,4.803653053,38
13,0.34376519,38
14,2.998023137,38
15,5.513909552,38
16,1.625506761,38
17,6.462811257,38
18,5.746351052,38
19,5.042108497,38
20,6.614863548,38
21,3.428061297,38
22,4.930329938,38
23,4.439334966,38
24,5.721660676,38
25,0.793312159,38
26,1.174767982,38
27,3.032878201,38
28,5.412289427,38
29,4.060524667,38
30,5.172266887,38
1,2.724885138,39
2,4.869643252,39
3,1.36549461,39
4,2.903010325,39
5,1.625360878,39
6,4.978137821,39
7,4.579536729,39
8,5.756475971,39
9,1.752872769,39
10,2.381349943,39
11,1.503926291,39
12,4.732660617,39
13,0.288742694,39
14,3.098338038,39
15,5.556835887,39
16,1.600132739,39
17,6.49876821,39
18,5.695871939,39
19,5.03804115,39
20,6.631890477,39
21,3.34765675,39
22,4.947027769,39
23,4.444542857,39
24,5.703717352,39
25,0.738242956,39
26,1.138077763,39
27,3.025363111,39
28,5.354883413,39
29,4.054392677,39
30,5.142178229,39
1,2.733192393,40
2,4.823650952,40
3,1.350484027,40
4,2.977831234,40
5,1.66046001,40
6,4.933514173,40
7,4.694567278,40
8,5.767459666,40
9,1.790217682,40
10,2.365484674,40
11,1.542751242,40
12,4.828356954,40
13,0.279591013,40
14,3.03804021,40
15,5.524729223,40
16,1.603019486,40
17,6.496334838,40
18,5.713040523,40
19,4.986230412,40
20,6.637204336,40
21,3.306175572,40
22,4.856842699,40
23,4.468184505,40
24,5.696162173,40
25,0.72136827,40
26,1.094240191,40
27,3.049622502,40
28,5.35890797,40
29,4.126566829,40
30,5.226634778,40
1,2.808971321,41
2,4.776352556,41
3,1.370883129,41
4,2.957983707,41
5,1.566852853,41
6,4.903260476,41
7,4.643195126,41
8,5.775975034,41
9,1.758001977,41
10,2.403008248,41
11,1.537226763,41
12,4.830844095,41
13,0.229116793,41
14,3.120972751,41
15,5.563864228,41
16,1.581262844,41
17,6.47478914,41
18,5.684744237,41
19,4.999576976,41
20,6.664539349,41
21,3.280944276,41
22,4.829882496,41
23,4.4782249,41
24,5.698583464,41
25,0.720105024,41
26,1.114778065,41
27,2.9871176,41
28,5.401705392,41
29,4.188144903,41
30,5.272763828,41
1,2.781812983,42
2,4.778197587,42
3,1.422545739,42
4,3.002404952,42
5,1.5408193,42
6,4.923749042,42
7,4.70574853,42
8,5.721142287,42
9,1.813257494,42
10,2.379465647,42
11,1.517305347,42
12,4.850987395,42
13,0.170164686,42
14,3.162336288,42
15,5.570207172,42
16,1.56972914,42
17,6.486421113,42
18,5.705587298,42
19,5.012764521,42
20,6.624229673,42
21,3.233307755,42
22,4.795717121,42
23,4.445583706,42
24,5.673626846,42
25,0.682220463,42
26,1.101304172,42
27,2.92599414,42
28,5.42153519,42
29,4.151652612,42
30,5.275242403,42
1,2.794271181,43
2,4.773853641,43
3,1.392705304,43
4,2.965243574,43
5,1.503150893,43
6,4.908046614,43
7,4.728848968,43
8,5.743557008,43
9,1.825073382,43
10,2.45140313,43
11,1.626051264,43
12,4.819128254,43
13,0.170686324,43
14,3.117440912,43
15,5.562137636,43
16,1.520337536,43
17,6.469193573,43
18,5.755432041,43
19,4.998859277,43
20,6.623172273,43
21,3.158534783,43
22,4.746636374,43
23,4.496873704,43
24,5.636662454,43
25,0.658539888,43
26,1.049919226,43
27,2.876842246,43
28,5.460272917,43
29,4.174578462,43
30,5.268938974,43
1,2.840487419,44
2,4.729403661,44
3,1.399915081,44
4,3.038116055,44
5,1.495019148,44
6,4.830951463,44
7,4.739226803,44
8,5.773765545,44
9,1.846004292,44
10,2.471639723,44
11,1.600646248,44
12,4.891352059,44
13,0.168100048,44
14,3.147461775,44
15,5.580296261,44
16,1.492283182,44
17,6.451999799,44
18,5.767091466,44
19,5.041273998,44
20,6.70415704,44
21,3.191876944,44
22,4.697282264,44
23,4.462381151,44
24,5.710650945,44
25,0.627567417,44
26,1.041699566,44
27,2.868510988,44
28,5.530151455,44
29,4.249495259,44
30,5.281882836,44
1,2.820350313,45
2,4.712936278,45
3,1.444369965,45
4,3.04094697,45
5,1.516682321,45
6,4.860061822,45
7,4.729556881,45
8,5.78869985,45
9,1.873982606,45
10,2.446939051,45
11,1.630303909,45
12,4.94462168,45
13,0.147869952,45
14,3.187344852,45
15,5.540027635,45
16,1.443548898,45
17,6.45919548,45
18,5.700742649,45
19,4.99871533,45
20,6.690198441,45
21,3.181272732,45
22,4.758354706,45
23,4.45141976,45
24,5.700078114,45
25,0.578954699,45
26,0.996432327,45
27,2.828895493,45
28,5.546071044,45
29,4.242105928,45
30,5.336951776,45
1,2.906517669,46
2,4.7423895,46
3,1.457671729,46
4,3.074471129,46
5,1.475730602,46
6,4.784385137,46
7,4.745415847,46
8,5.778706668,46
9,1.883305357,46
10,2.476787592,46
11,1.612586343,46
12,4.957595359,46
13,0.111139452,46
14,3.238663689,46
15,5.58297737,46
16,1.387028072,46
17,6.448366724,46
