label,mean_intensity,frame,Annotations
12,4.132482972,5,2
13,2.009032864,5,1
14,2.389546817,5,0
15,5.584863895,5,0
16,3.313890419,5,0
17,6.441913181,5,3
18,5.744505488,5,0
19,5.011392699,5,0
20,6.620514263,5,3
21,5.036522704,5,0
22,6.658986493,5,0
23,4.447013056,5,0
24,5.727524544,5,0
25,2.483082193,5,1
26,2.849662091,5,0
27,4.815450001,5,0
28,4.678193654,5,0
29,3.393391836,5,0
30,4.492554769,5,0
1,2.076118208,6,0
2,6.557116632,6,0
3,0.710236171,6,0
4,2.245337846,6,0
5,3.379830492,6,0
6,6.681202958,6,0
7,3.926840305,6,2
8,5.713005336,6,0
9,1.123008333,6,0
10,1.676766097,6,0
11,0.884304045,6,0
12,4.117629222,6,2
13,2.06164858,6,1
14,2.367739571,6,0
15,5.545947439,6,0
16,3.34549669,6,0
17,6.508321688,6,3
18,5.718395418,6,0
19,4.968782,6,0
20,6.624341025,6,3
21,4.992039945,6,0
22,6.580730037,6,0
23,4.423064576,6,0
24,5.650235804,6,0
25,2.466923696,6,1
26,2.843793228,6,0
27,4.752123849,6,0
28,4.75688241,6,0
29,3.47580299,6,0
30,4.521742575,6,0
1,2.103976301,7,0
2,6.61290463,7,0
3,0.651085467,7,0
4,2.295280535,7,0
5,3.344644026,7,0
6,6.628125857,7,0
7,3.964528373,7,2
8,5.702722635,7,0
9,1.141934307,7,0
10,1.71569828,7,0
11,0.880125353,7,0
12,4.131576476,7,2
13,2.009299847,7,1
14,2.449426349,7,0
15,5.571071405,7,0
16,3.360280059,7,0
17,6.482914009,7,3
18,5.729953272,7,0
19,5.005502731,7,0
20,6.613121949,7,3
21,5.042614009,7,0
22,6.541961494,7,0
23,4.408689301,7,0
24,5.704620388,7,0
25,2.473931982,7,1
26,2.856049022,7,0
27,4.673382056,7,0
28,4.736593354,7,0
29,3.460316159,7,0
30,4.545258418,7,0
1,2.069419966,8,0
2,6.579092031,8,0
3,0.727051771,8,0
4,2.325902304,8,0
5,3.366820848,8,0
6,6.671850819,8,0
7,3.984415087,8,2
8,5.715401043,8,0
9,1.143628204,8,0
10,1.682353775,8,0
11,0.919662695,8,0
12,4.115561638,8,2
13,1.934022909,8,1
14,2.485702557,8,0
15,5.521527806,8,0
16,3.249410899,8,0
17,6.447890643,8,3
18,5.758894486,8,0
19,5.022911979,8,0
20,6.656803059,8,3
21,5.036789221,8,0
22,6.540941668,8,0
23,4.419718876,8,0
24,5.713430744,8,0
25,2.45596444,8,1
26,2.82248776,8,0
27,4.699200174,8,0
28,4.735560972,8,0
29,3.513415803,8,0
30,4.577914831,8,0
1,2.14556949,9,0
2,6.565672907,9,0
3,0.710465747,9,0
4,2.301589717,9,0
5,3.298372253,9,0
6,6.649377536,9,0
7,4.020025149,9,2
8,5.725286712,9,0
9,1.15022877,9,0
10,1.703015187,9,0
11,0.923663605,9,0
12,4.189886137,9,2
13,1.931965255,9,1
14,2.435869719,9,0
15,5.59973152,9,0
16,3.205295621,9,0
17,6.508567641,9,3
18,5.715954964,9,0
19,5.061092439,9,0
20,6.70522292,9,3
21,4.987159011,9,0
22,6.505491809,9,0
23,4.471842902,9,0
24,5.700119674,9,0
25,2.423116835,9,1
26,2.782175086,9,0
27,4.635881174,9,0
28,4.81260831,9,0
29,3.491803535,9,0
30,4.536166218,9,0
1,2.121907497,10,0
2,6.529920901,10,0
3,0.719561632,10,0
4,2.335722307,10,0
5,3.23702624,10,0
6,6.604566767,10,0
7,4.09490021,10,2
8,5.757154158,10,0
9,1.162107259,10,0
10,1.731459389,10,0
11,0.926654176,10,0
12,4.231770576,10,2
13,1.869853176,10,1
14,2.478532501,10,0
15,5.544772591,10,0
16,3.243136384,10,0
17,6.44093285,10,3
18,5.71740208,10,0
19,5.017453582,10,0
20,6.621345673,10,3
21,4.916744438,10,0
22,6.487429946,10,0
23,4.486609634,10,0
24,5.692899019,10,0
25,2.363707656,10,1
26,2.761927292,10,0
27,4.576228113,10,0
28,4.765839637,10,0
29,3.569710917,10,0
30,4.624193683,10,0
1,2.131400324,11,0
2,6.447153774,11,0
3,0.735240344,11,0
4,2.326596086,11,0
5,3.174838567,11,0
6,6.506157569,11,0
7,4.023653671,11,2
8,5.696011221,11,0
9,1.210976789,11,0
10,1.786124273,11,0
11,0.906724896,11,0
12,4.247829284,11,2
13,1.885155322,11,1
14,2.457701597,11,0
15,5.579418853,11,0
16,3.151795203,11,0
17,6.524835028,11,3
18,5.688158945,11,0
19,5.04769071,11,0
20,6.7044046,11,3
21,4.922453888,11,0
22,6.449550025,11,0
23,4.505201102,11,0
24,5.688688069,11,0
25,2.355155691,11,1
26,2.718723321,11,0
27,4.616418698,11,0
28,4.828266564,11,0
29,3.568331378,11,0
30,4.578283155,11,0
1,2.239823799,12,0
2,6.426813173,12,0
3,0.817213982,12,0
4,2.352562492,12,0
5,3.136857499,12,0
6,6.52551916,12,0
7,4.088813596,12,2
8,5.710805431,12,0
9,1.173350667,12,0
10,1.775756071,12,0
11,0.974231205,12,0
12,4.247656248,12,2
13,1.849311174,12,1
14,2.525043732,12,0
15,5.508500819,12,0
16,3.16780481,12,0
17,6.451680612,12,3
18,5.770048377,12,0
19,5.020492742,12,0
20,6.683114302,12,3
21,4.831365757,12,0
22,6.424513928,12,0
23,4.441017103,12,0
24,5.718299839,12,0
25,2.276085273,12,1
26,2.701420553,12,0
27,4.520210159,12,0
28,4.803217485,12,0
29,3.607917542,12,0
30,4.638954991,12,0
1,2.261538529,13,0
2,6.399810489,13,0
3,0.801612681,13,0
4,2.422599423,13,0
5,3.099683994,13,0
6,6.482488131,13,0
7,4.074920045,13,2
8,5.770657101,13,0
9,1.211214916,13,0
10,1.802725124,13,0
11,0.989940676,13,0
12,4.212618729,13,2
13,1.739423498,13,1
14,2.539448491,13,0
15,5.526985425,13,0
16,3.110653581,13,0
17,6.450546547,13,3
18,5.687693565,13,0
19,4.969858479,13,0
20,6.673528031,13,3
21,4.798293883,13,0
22,6.355923709,13,0
23,4.466318675,13,0
24,5.71437145,13,0
25,2.200185006,13,1
26,2.627309186,13,0
27,4.527711536,13,0
28,4.852511773,13,0
29,3.58279525,13,0
30,4.694933328,13,0
1,2.26585514,14,0
2,6.343010442,14,0
3,0.860141942,14,0
4,2.392671552,14,0
5,3.054960754,14,0
6,6.424161691,14,0
7,4.174091311,14,2
8,5.704446929,14,0
9,1.246425872,14,0
10,1.834468047,14,0
11,1.007889717,14,0
12,4.23637064,14,2
13,1.732169617,14,1
14,2.523653875,14,0
15,5.555174965,14,0
16,3.087539055,14,0
17,6.455382589,14,3
18,5.743410852,14,0
19,4.997280805,14,0
20,6.674305926,14,3
21,4.746225238,14,0
22,6.268128765,14,0
23,4.500095249,14,0
24,5.644435663,14,0
25,2.19695292,14,1
26,2.599279471,14,0
27,4.429590225,14,0
28,4.897017747,14,0
29,3.598771795,14,0
30,4.677327826,14,0
1,2.235516862,15,0
2,6.232971975,15,0
3,0.814240979,15,0
4,2.447084136,15,0
5,3.065117156,15,0
6,6.385110694,15,0
7,4.108394087,15,2
8,5.724019252,15,0
9,1.245646003,15,0
10,1.895663456,15,0
11,1.016661467,15,0
12,4.250101916,15,2
13,1.7132096,15,1
14,2.573456928,15,0
15,5.594291957,15,0
16,2.984055887,15,0
17,6.533841995,15,3
18,5.719909382,15,0
19,5.023334928,15,0
20,6.692450916,15,3
21,4.69346611,15,0
22,6.293667096,15,0
23,4.423084931,15,0
24,5.717065556,15,0
25,2.185930337,15,1
26,2.496481513,15,0
27,4.370392564,15,0
28,4.912561701,15,0
29,3.646988143,15,0
30,4.66715535,15,0
1,2.234862777,16,0
2,6.201160075,16,0
3,0.859274459,16,0
4,2.485512504,16,0
5,2.984046326,16,0
6,6.340959742,16,0
7,4.157463917,16,2
8,5.776220629,16,0
9,1.267315681,16,0
10,1.835903138,16,0
11,1.040588621,16,0
12,4.290959019,16,2
13,1.673231895,16,1
14,2.582700852,16,0
15,5.559192225,16,0
16,2.957228644,16,0
17,6.507132295,16,3
18,5.719151873,16,0
19,5.060839374,16,0
20,6.620470137,16,3
21,4.674091297,16,0
22,6.186682918,16,0
23,4.478145311,16,0
24,5.673613652,16,0
25,2.11786806,16,1
26,2.487297553,16,0
27,4.396221983,16,0
28,4.917455769,16,0
29,3.679511969,16,0
30,4.77078984,16,0
1,2.313558949,17,0
2,6.1147737,17,0
3,0.901734634,17,0
4,2.44533565,17,0
5,2.926015234,17,0
6,6.263480106,17,0
7,4.210932396,17,2
8,5.705247268,17,0
9,1.277635582,17,0
10,1.919494886,17,0
11,1.041207293,17,0
12,4.298817324,17,2
13,1.576719474,17,1
14,2.621513555,17,0
15,5.599453759,17,0
16,2.883269235,17,0
17,6.517952513,17,3
18,5.746545118,17,0
19,5.051693014,17,0
20,6.660253583,17,3
21,4.595001207,17,0
22,6.198588302,17,0
23,4.481878626,17,0
24,5.657576474,17,0
25,2.042190856,17,1
26,2.455450803,17,0
27,4.280745055,17,0
28,4.939935107,17,0
29,3.707937502,17,0
30,4.781255082,17,0
1,2.309190975,18,0
2,6.141113507,18,0
3,0.946897902,18,0
4,2.51141926,18,0
5,2.829003677,18,0
6,6.154830812,18,0
7,4.22763942,18,2
8,5.698028421,18,0
9,1.321070377,18,0
10,1.941484737,18,0
11,1.07973439,18,0
12,4.331296062,18,2
13,1.564246256,18,1
14,2.647935981,18,0
15,5.5548464,18,0
16,2.843693273,18,0
17,6.477578858,18,3
18,5.685299307,18,0
19,4.988615539,18,0
20,6.679487264,18,3
21,4.517846675,18,0
22,6.057095214,18,0
23,4.415278306,18,0
24,5.719183647,18,0
25,1.992852004,18,1
26,2.34765527,18,0
27,4.24856879,18,0
28,4.939747343,18,0
29,3.664018193,18,0
30,4.789497979,18,0
1,2.29741963,19,0
2,6.048497549,19,0
3,0.919740916,19,0
4,2.500384397,19,0
5,2.84571244,19,0
6,6.136904803,19,0
7,4.219496921,19,2
8,5.738208536,19,0
9,1.369744729,19,0
10,1.974502742,19,0
11,1.067598791,19,0
12,4.363837143,19,2
13,1.464958912,19,1
14,2.610260185,19,0
15,5.55551162,19,0
16,2.767765975,19,0
17,6.471446632,19,3
18,5.737960512,19,0
19,4.987790961,19,0
20,6.668460195,19,3
21,4.454162461,19,0
22,6.083306001,19,0
23,4.492505691,19,0
24,5.675409271,19,0
25,1.963399322,19,1
26,2.329164137,19,0
27,4.191600999,19,0
28,4.982698727,19,0
29,3.73147354,19,0
30,4.773557856,19,0
1,2.354773577,20,0
2,5.951466219,20,0
3,0.970494883,20,0
4,2.591060886,20,0
5,2.772701754,20,0
6,6.036628808,20,0
7,4.231916555,20,2
8,5.719996688,20,0
9,1.324880194,20,0
10,2.007952538,20,0
11,1.148400721,20,0
12,4.439669696,20,2
13,1.391530917,20,1
14,2.705551306,20,0
15,5.518441389,20,0
16,2.682391161,20,0
17,6.46126376,20,3
18,5.755793112,20,0
19,4.985897274,20,0
20,6.693056058,20,3
21,4.372843228,20,0
22,5.937303917,20,0
23,4.487691257,20,0
24,5.71304326,20,0
25,1.853899251,20,1
26,2.264454501,20,0
27,4.12737205,20,0
28,5.052476034,20,0
29,3.692707723,20,0
30,4.770831349,20,0
1,2.328734819,21,0
2,5.935278913,21,0
3,1.0165436,21,0
4,2.563162843,21,0
5,2.646694066,21,0
6,6.009125084,21,0
7,4.257065456,21,2
8,5.746095573,21,0
9,1.41821074,21,0
10,1.93673111,21,0
11,1.106501056,21,0
12,4.426449104,21,2
13,1.376439087,21,1
14,2.720792217,21,0
15,5.586732335,21,0
16,2.653824585,21,0
17,6.485880162,21,3
18,5.76141121,21,0
19,5.058029867,21,0
20,6.617005322,21,3
21,4.366894919,21,0
22,5.890813257,21,0
23,4.409721053,21,0
24,5.658547152,21,0
25,1.783711292,21,1
26,2.137435097,21,0
27,4.102301183,21,0
28,5.06223592,21,0
29,3.746240678,21,0
30,4.866627974,21,0
1,2.436268087,22,0
2,5.868453325,22,0
3,1.009572225,22,0
4,2.615447614,22,0
5,2.649242396,22,0
6,5.947613087,22,0
7,4.263771924,22,2
8,5.770135226,22,0
9,1.413716282,22,0
10,1.970135775,22,0
11,1.11646007,22,0
12,4.468948957,22,2
13,1.279448702,22,1
14,2.706159507,22,0
15,5.531163252,22,0
16,2.59442492,22,0
17,6.492998232,22,3
18,5.695642973,22,0
19,5.051046593,22,0
20,6.678848255,22,3
21,4.270103201,22,0
22,5.810899293,22,0
23,4.415489194,22,0
24,5.632599723,22,0
25,1.786827691,22,1
26,2.128164965,22,0
27,4.016807372,22,0
28,5.011753995,22,0
29,3.729708138,22,0
30,4.845762049,22,0
1,2.391254125,23,0
2,5.78025674,23,0
3,0.991321933,23,0
4,2.609911093,23,0
5,2.570612675,23,0
6,5.851303389,23,0
7,4.277917672,23,2
8,5.703469586,23,0
9,1.447174918,23,0
10,2.063414614,23,0
11,1.171628124,23,0
12,4.476526809,23,2
13,1.215140648,23,1
14,2.694864542,23,0
15,5.596427959,23,0
16,2.560426851,23,0
17,6.500992843,23,3
18,5.768331839,23,0
19,5.043268321,23,0
20,6.663180924,23,3
21,4.199720419,23,0
22,5.814552581,23,0
23,4.411293442,23,0
24,5.68175271,23,0
25,1.713247815,23,1
26,2.020833035,23,0
27,3.927536532,23,0
28,5.020248867,23,0
29,3.76650314,23,0
30,4.897802562,23,0
1,2.451668435,24,0
2,5.693110964,24,0
3,0.990506144,24,0
4,2.579269773,24,0
5,2.461746124,24,0
6,5.816899195,24,0
7,4.325728428,24,2
8,5.747824645,24,0
9,1.440506746,24,0
10,2.040689421,24,0
11,1.213874345,24,0
12,4.436782052,24,2
13,1.154296383,24,1
14,2.785104282,24,0
15,5.597549132,24,0
16,2.490233274,24,0
17,6.463527209,24,3
18,5.744204543,24,0
19,5.005053489,24,0
20,6.647694237,24,3
21,4.18760476,24,0
22,5.766385876,24,0
23,4.439855106,24,0
24,5.642229616,24,0
25,1.596522597,24,1
26,2.041860754,24,0
27,3.910716007,24,0
28,5.1306633,24,0
29,3.844939321,24,0
30,4.866816597,24,0
1,2.436627395,25,0
2,5.685990413,25,0
3,1.095116034,25,0
4,2.658283737,25,0
5,2.436481543,25,0
6,5.73019484,25,0
7,4.324317914,25,2
8,5.740305613,25,0
9,1.482879427,25,0
10,2.071336709,25,0
11,1.211855364,25,0
12,4.519163859,25,2
13,1.127021523,25,1
14,2.825168625,25,0
15,5.600797722,25,0
16,2.420138255,25,0
17,6.532680767,25,3
18,5.766775414,25,0
19,5.016218048,25,0
20,6.643805649,25,3
21,4.127420578,25,0
22,5.661841,25,0
23,4.457309652,25,0
24,5.707644386,25,0
25,1.547674187,25,1
26,1.963347477,25,0
27,3.779662148,25,0
28,5.110025924,25,0
29,3.786452634,25,0
30,4.886176008,25,0
1,2.477503169,26,0
2,5.607954226,26,0
3,1.030273167,26,0
4,2.710149014,26,0
5,2.37621147,26,0
6,5.737008913,26,0
7,4.346250785,26,2
8,5.704162616,26,0
9,1.426587877,26,0
10,2.101220446,26,0
11,1.215799175,26,0
12,4.493121787,26,2
13,1.06262754,26,1
14,2.773706348,26,0
15,5.558489759,26,0
16,2.302188164,26,0
17,6.454791209,26,3
18,5.727118006,26,0
19,5.012213152,26,0
20,6.671861414,26,3
21,4.071605504,26,0
22,5.648376461,26,0
23,4.459615525,26,0
24,5.659814304,26,0
25,1.479894302,26,1
26,1.830269469,26,0
27,3.753069896,26,0
28,5.131174811,26,0
29,3.855123734,26,0
30,4.971241305,26,0
1,2.500207475,27,0
2,5.570507402,27,0
3,1.135656474,27,0
4,2.695209942,27,0
5,2.281671402,27,0
6,5.688306302,27,0
7,4.403220305,27,2
8,5.752154586,27,0
9,1.52684596,27,0
10,2.122864466,27,0
11,1.26398096,27,0
12,4.549562764,27,2
13,0.957137491,27,1
14,2.80208373,27,0
15,5.574176089,27,0
16,2.30026319,27,0
17,6.534380677,27,3
18,5.732793268,27,0
19,4.991119788,27,0
20,6.698877688,27,3
21,3.984099811,27,0
22,5.551906268,27,0
23,4.433147429,27,0
24,5.676571355,27,0
25,1.390648164,27,1
26,1.768824395,27,0
27,3.731053364,27,0
28,5.175502909,27,0
29,3.871219152,27,0
30,4.944910642,27,0
1,2.484061973,28,0
2,5.483153998,28,0
3,1.1211201,28,0
4,2.737007726,28,0
5,2.297525848,28,0
6,5.538631232,28,0
7,4.454438512,28,2
8,5.717118779,28,0
9,1.469061883,28,0
10,2.168171926,28,0
11,1.262904156,28,0
12,4.539788257,28,2
13,0.887977563,28,1
14,2.808152638,28,0
15,5.584318298,28,0
16,2.216094162,28,0
17,6.439300971,28,3
18,5.770493762,28,0
19,5.016282782,28,0
20,6.659395743,28,3
21,3.961009667,28,0
22,5.493739159,28,0
23,4.497540441,28,0
24,5.640910147,28,0
25,1.409382614,28,1
26,1.753958666,28,0
27,3.636400175,28,0
28,5.148940087,28,0
29,3.84403764,28,0
30,4.92683696,28,0
1,2.582575071,29,0
2,5.454974075,29,0
3,1.182173237,29,0
4,2.763549566,29,0
5,2.226571848,29,0
6,5.565529382,29,0
7,4.437988579,29,2
8,5.738538169,29,0
9,1.574079415,29,0
10,2.194732908,29,0
11,1.341530771,29,0
12,4.625499366,29,2
13,0.842458657,29,1
14,2.867505041,29,0
15,5.519568172,29,0
16,2.194091877,29,0
17,6.485927928,29,3
18,5.768580888,29,0
19,4.968829632,29,0
20,6.692250467,29,3
21,3.903856759,29,0
22,5.453898643,29,0
23,4.443207032,29,0
24,5.660872715,29,0
25,1.292650202,29,1
26,1.667618475,29,0
27,3.594175534,29,0
28,5.185702026,29,0
29,3.884601789,29,0
30,4.954774965,29,0
1,2.58316997,30,0
2,5.364564296,30,0
3,1.188184871,30,0
4,2.717976977,30,0
5,2.148094231,30,0
6,5.461893209,30,0
7,4.405362886,30,2
8,5.697981969,30,0
9,1.604324432,30,0
10,2.187093792,30,0
11,1.360548596,30,0
12,4.572127368,30,2
13,0.790160792,30,1
14,2.845335649,30,0
15,5.56656243,30,0
16,2.136286704,30,0
17,6.471152143,30,3
18,5.723406021,30,0
19,4.978961015,30,0
20,6.649993789,30,3
21,3.830577265,30,0
22,5.338654431,30,0
23,4.410935768,30,0
24,5.710355815,30,0
25,1.279369554,30,1
26,1.576237831,30,0
27,3.517452449,30,0
28,5.254417641,30,0
29,3.928342115,30,0
30,5.001042006,30,0
1,2.619646662,31,0
2,5.306323763,31,0
3,1.228140038,31,0
4,2.736413564,31,0
5,2.068277907,31,0
6,5.38044847,31,0
7,4.425263381,31,2
8,5.735713143,31,0
9,1.554574984,31,0
10,2.163840247,31,0
11,1.338561345,31,0
12,4.593725347,31,2
13,0.697573616,31,1
14,2.885510984,31,0
15,5.509896501,31,0
16,1.990671623,31,0
17,6.4827277,31,3
18,5.706031197,31,0
19,5.054438937,31,0
20,6.620017597,31,3
21,3.754255872,31,0
22,5.285257336,31,0
23,4.436403464,31,0
24,5.647365582,31,0
25,1.151628622,31,1
26,1.567767749,31,0
27,3.476889816,31,0
28,5.244806299,31,0
29,3.910801906,31,0
30,4.977134749,31,0
1,2.635219583,32,0
2,5.280224695,32,0
3,1.183457889,32,0
4,2.796347259,32,0
5,2.005554274,32,0
6,5.300507479,32,0
7,4.532887422,32,2
8,5.720401084,32,0
9,1.566240174,32,0
10,2.243133447,32,0
11,1.341152642,32,0
12,4.678919606,32,2
13,0.695464772,32,1
14,2.939632971,32,0
15,5.556223319,32,0
16,2.009549489,32,0
17,6.494881817,32,3
18,5.717906977,32,0
19,5.040947954,32,0
20,6.615928724,32,3
21,3.663397988,32,0
22,5.282755324,32,0
23,4.459491695,32,0
24,5.696922747,32,0
25,1.129809449,32,1
26,1.494717477,32,0
27,3.429730886,32,0
28,5.213006013,32,0
29,3.992186491,32,0
30,5.039181136,32,0
1,2.625566926,33,0
2,5.176938518,33,0
3,1.245145616,33,0
4,2.796392088,33,0
5,1.973505963,33,0
6,5.286914595,33,0
7,4.487514259,33,2
8,5.771992858,33,0
9,1.641784734,33,0
10,2.180120378,33,0
11,1.402117564,33,0
12,4.608356901,33,2
13,0.608748438,33,1
14,2.945983348,33,0
15,5.521950979,33,0
16,1.875285969,33,0
17,6.481374275,33,3
18,5.717366367,33,0
19,5.008066819,33,0
20,6.614911588,33,3
21,3.675351282,33,0
22,5.226287379,33,0
23,4.447202935,33,0
24,5.723949376,33,0
25,1.021449404,33,1
26,1.410071513,33,0
27,3.306605168,33,0
28,5.230994265,33,0
29,4.029379856,33,0
30,5.054861902,33,0
1,2.678004432,34,0
2,5.09594595,34,0
3,1.228659959,34,0
4,2.859315451,34,0
5,1.908905999,34,0
6,5.262257918,34,0
7,4.487031959,34,2
8,5.69545261,34,0
9,1.610591112,34,0
10,2.218346452,34,0
11,1.352115697,34,0
12,4.695601439,34,2
13,0.539458911,34,1
14,2.948658086,34,0
15,5.524759003,34,0
16,1.854187388,34,0
17,6.479300044,34,3
18,5.707276621,34,0
19,5.017495014,34,0
20,6.647793165,34,3
21,3.550424602,34,0
22,5.179793503,34,0
23,4.433765004,34,0
24,5.700190467,34,0
25,1.041429509,34,1
26,1.426110099,34,0
27,3.242233299,34,0
28,5.258138146,34,0
29,3.973680225,34,0
30,5.110941525,34,0
1,2.614706339,35,0
2,5.033514338,35,0
3,1.25649451,35,0
4,2.885371713,35,0
5,1.808681767,35,0
6,5.201606655,35,0
7,4.557769799,35,2
8,5.731615464,35,0
9,1.691884797,35,0
10,2.305017019,35,0
11,1.415961384,35,0
12,4.71850526,35,2
13,0.4648281,35,1
14,2.97207687,35,0
15,5.542971467,35,0
16,1.819792067,35,0
17,6.511087701,35,3
18,5.705447894,35,0
19,5.002779866,35,0
20,6.643501926,35,3
21,3.491368322,35,0
22,5.120420701,35,0
23,4.419513078,35,0
24,5.713308959,35,0
25,0.971190494,35,1
26,1.38551738,35,0
27,3.22175791,35,0
28,5.334422918,35,0
29,3.990935562,35,0
30,5.088542175,35,0
1,2.645495455,36,0
2,5.056584568,36,0
3,1.291297574,36,0
4,2.850751619,36,0
5,1.804139493,36,0
6,5.08635538,36,0
7,4.580270298,36,2
8,5.735597879,36,0
9,1.635652898,36,0
10,2.260937679,36,0
11,1.422156903,36,0
12,4.749650558,36,2
13,0.428465288,36,1
14,3.006303079,36,0
15,5.549710427,36,0
16,1.730806921,36,0
17,6.506402987,36,3
18,5.764696228,36,0
19,5.039857964,36,0
20,6.681571853,36,3
21,3.465752813,36,0
22,4.993408844,36,0
23,4.488297203,36,0
24,5.643103953,36,0
25,0.926092835,36,1
26,1.320103869,36,0
27,3.193979849,36,0
28,5.307329531,36,0
29,4.037777953,36,0
30,5.171342935,36,0
1,2.650459978,37,0
2,4.996076094,37,0
3,1.33595482,37,0
4,2.859136617,37,0
5,1.786503886,37,0
6,5.041597259,37,0
7,4.602795983,37,2
8,5.762255345,37,0
9,1.658004238,37,0
10,2.277423713,37,0
11,1.500618232,37,0
12,4.783496712,37,2
13,0.452483185,37,1
14,2.970718543,37,0
15,5.568783953,37,0
16,1.743602518,37,0
17,6.521142487,37,3
18,5.685576126,37,0
19,5.044198696,37,0
20,6.684060301,37,3
21,3.380195754,37,0
22,5.016018365,37,0
23,4.505995277,37,0
24,5.657279973,37,0
25,0.821680261,37,1
26,1.279661002,37,0
27,3.099487028,37,0
28,5.299970796,37,0
29,4.087101054,37,0
30,5.111205131,37,0
1,2.698510362,38,0
2,4.960153269,38,0
3,1.367035535,38,0
4,2.933542193,38,0
5,1.707487665,38,0
6,5.030294557,38,0
7,4.584725783,38,2
8,5.747183494,38,0
9,1.763363954,38,0
10,2.289211217,38,0
11,1.429805026,38,0
12,4.803653053,38,2
13,0.34376519,38,1
14,2.998023137,38,0
15,5.513909552,38,0
16,1.625506761,38,0
17,6.462811257,38,3
18,5.746351052,38,0
19,5.042108497,38,0
20,6.614863548,38,3
21,3.428061297,38,0
22,4.930329938,38,0
23,4.439334966,38,0
24,5.721660676,38,0
